tract_to_msamd_income,rate_spread,population,minority_population,number_of_owner_occupied_units,number_of_1_to_4_family_units,loan_amount_000s,hud_median_family_income,applicant_income_000s,state_name,state_abbr,sequence_number,respondent_id,purchaser_type_name,property_type_name,preapproval_name,owner_occupancy_name,msamd_name,loan_type_name,loan_purpose_name,lien_status_name,hoepa_status_name,edit_status_name,denial_reason_name_3,denial_reason_name_2,denial_reason_name_1,county_name,co_applicant_sex_name,co_applicant_race_name_5,co_applicant_race_name_4,co_applicant_race_name_3,co_applicant_race_name_2,co_applicant_race_name_1,co_applicant_ethnicity_name,census_tract_number,as_of_year,application_date_indicator,applicant_sex_name,applicant_race_name_5,applicant_race_name_4,applicant_race_name_3,applicant_race_name_2,applicant_race_name_1,applicant_ethnicity_name,agency_name,agency_abbr,action_taken_name
228.5399933,,5305,28.81999969,1807,112,180,74700,99,Illinois,IL,1600124,13044,Fannie Mae (FNMA),One-to-four family dwelling (other than manufactured housing),Not applicable,Not owner-occupied as a principal dwelling,"Chicago, Joliet, Naperville - IL",Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,,,,,Cook County,No co-applicant,,,,,No co-applicant,No co-applicant,3201,2010,0,Male,,,,,White,Not Hispanic or Latino,Office of the Comptroller of the Currency,OCC,Loan originated
125.6600037,,2217,20.25,533,2666,184,78200,104,Massachusetts,MA,13362,24571,Fannie Mae (FNMA),One-to-four family dwelling (other than manufactured housing),Not applicable,Not owner-occupied as a principal dwelling,,Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Nantucket County,No co-applicant,,,,,No co-applicant,No co-applicant,9501,2010,0,"Information not provided by applicant in mail, Internet, or telephone application",,,,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Office of the Comptroller of the Currency,OCC,Loan originated
111.0999985,,7872,4.980000019,2211,2989,225,61400,65,Montana,MT,36268,1856900004,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,Owner-occupied as a principal dwelling,Missoula - MT,FHA-insured,Home purchase,Secured by a first lien,Not a HOEPA loan,,,,,Missoula County,No co-applicant,,,,,No co-applicant,No co-applicant,9,2010,0,Male,,,,,White,Not Hispanic or Latino,Department of Housing and Urban Development,HUD,File closed for incompleteness
227.6199951,,4158,8.010000229,1335,1361,1400,89300,313,Illinois,IL,40309,16782,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Lake County, Kenosha County - IL, WI",Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,Quality edit failure only,,,Other,Lake County,Female,,,,,White,Not Hispanic or Latino,8646.02,2010,0,Male,,,,,White,Not Hispanic or Latino,Office of Thrift Supervision,OTS,Application denied by financial institution
62.31000137,,5115,68.23000336,719,1052,102,109600,166,Maryland,MD,654,1072246,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Not owner-occupied as a principal dwelling,"Bethesda, Rockville, Frederick - MD",Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,,,,,Montgomery County,Female,,,,,Asian,Not Hispanic or Latino,7007.13,2010,0,Male,,,,,Asian,Not Hispanic or Latino,Federal Reserve System,FRS,Application approved but not accepted
127.0800018,,4525,9.680000305,1385,1751,265,68200,83,Virginia,VA,305,54-1862878,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Virginia Beach, Norfolk, Newport News - VA, NC",Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Virginia Beach city,Female,,,,,White,"Information not provided by applicant in mail, Internet, or telephone application",464,2010,0,Male,,,,,White,"Information not provided by applicant in mail, Internet, or telephone application",Department of Housing and Urban Development,HUD,Application withdrawn by applicant
128.8399963,,6120,5.050000191,1268,1458,417,65100,113,Utah,UT,79471,24,Fannie Mae (FNMA),One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Provo, Orem - UT",Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Utah County,Female,,,,,White,Not Hispanic or Latino,6.02,2010,0,Male,,,,,White,Not Hispanic or Latino,Office of the Comptroller of the Currency,OCC,Loan originated
114.2600021,,4844,4.190000057,1658,1816,228,78900,181,Connecticut,CT,80237,7810600004,Other type of purchaser,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"New Haven, Milford - CT",Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,,,,,New Haven County,Female,,,,,White,Not Hispanic or Latino,1756,2010,0,Male,,,,,White,Not Hispanic or Latino,Department of Housing and Urban Development,HUD,Loan originated
120.4599991,,3431,33.04999924,915,1088,184,101700,90,Virginia,VA,884871,1,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Washington, Arlington, Alexandria - DC, VA, MD, WV",FHA-insured,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Fairfax County,Male,,,,,White,Not Hispanic or Latino,4923,2010,0,Female,,,,,White,Hispanic or Latino,Office of the Comptroller of the Currency,OCC,Application withdrawn by applicant
111.4700012,,5023,1.690000057,1599,2101,400,54600,265,Illinois,IL,1540,5608,Other type of purchaser,One-to-four family dwelling (other than manufactured housing),Not applicable,Not owner-occupied as a principal dwelling,,Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Effingham County,Female,,,,,White,Not Hispanic or Latino,9502,2010,0,Male,,,,,White,Not Hispanic or Latino,Office of Thrift Supervision,OTS,Loan originated
