tract_to_msamd_income,rate_spread,population,minority_population,number_of_owner_occupied_units,number_of_1_to_4_family_units,loan_amount_000s,hud_median_family_income,applicant_income_000s,state_name,state_abbr,sequence_number,respondent_id,purchaser_type_name,property_type_name,preapproval_name,owner_occupancy_name,msamd_name,loan_type_name,loan_purpose_name,lien_status_name,hoepa_status_name,edit_status_name,denial_reason_name_3,denial_reason_name_2,denial_reason_name_1,county_name,co_applicant_sex_name,co_applicant_race_name_5,co_applicant_race_name_4,co_applicant_race_name_3,co_applicant_race_name_2,co_applicant_race_name_1,co_applicant_ethnicity_name,census_tract_number,as_of_year,application_date_indicator,applicant_sex_name,applicant_race_name_5,applicant_race_name_4,applicant_race_name_3,applicant_race_name_2,applicant_race_name_1,applicant_ethnicity_name,agency_name,agency_abbr,action_taken_name
109.580001831055,"",6638,27.2199993133545,2362,2499,84,64300,54,Illinois,IL,285777,0000504713,Freddie Mac (FHLMC),One-to-four family dwelling (other than manufactured housing),Preapproval was requested,Owner-occupied as a principal dwelling,Rockford - IL,Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,"","","","",Winnebago County,Female,"","","","",White,Not Hispanic or Latino,37.06,2012,0,Male,"","","","",White,Not Hispanic or Latino,Consumer Financial Protection Bureau,CFPB,Loan originated
166.470001220703,"",3461,8.14999961853027,1092,1315,195,70900,160,Virginia,VA,63668,0000617677,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Preapproval was requested,Owner-occupied as a principal dwelling,"Virginia Beach, Norfolk, Newport News - VA, NC",Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,"","","","",Norfolk city,No co-applicant,"","","","",No co-applicant,No co-applicant,24,2012,0,Male,"","","","",White,Not Hispanic or Latino,Consumer Financial Protection Bureau,CFPB,Loan originated
91.620002746582,"",5316,20.0300006866455,1372,1626,213,87700,51,Connecticut,CT,28423,62-1532940,Fannie Mae (FNMA),One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Hartford, West Hartford, East Hartford - CT",Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,"","","","",Hartford County,No co-applicant,"","","","",No co-applicant,No co-applicant,4901,2012,0,Female,"","","","",White,Not Hispanic or Latino,Department of Housing and Urban Development,HUD,Loan originated
197.830001831055,"",4376,21.2800006866455,1326,1228,407,88000,175,Washington,WA,23570,38-2750395,Fannie Mae (FNMA),One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Seattle, Bellevue, Everett - WA",Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,"","","","",King County,No co-applicant,"","","","",No co-applicant,No co-applicant,322.13,2012,0,Male,"","","","",White,Not Hispanic or Latino,Department of Housing and Urban Development,HUD,Loan originated
159.809997558594,"",4904,5.67000007629395,1223,2046,188,88800,343,Massachusetts,MA,791,0000033510,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Not owner-occupied as a principal dwelling,"Boston, Quincy - MA",Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,"","","","",Suffolk County,No co-applicant,"","","","",No co-applicant,No co-applicant,604,2012,0,Male,"","","","",White,Not Hispanic or Latino,Federal Deposit Insurance Corporation,FDIC,Loan originated
121.190002441406,"",6142,6.5,1812,1944,4,106400,150,Massachusetts,MA,29566,20-1934942,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Cambridge, Newton, Framingham - MA",FHA-insured,Home improvement,Not secured by a lien,Not a HOEPA loan,"",Other,Credit history,Debt-to-income ratio,Middlesex County,"Information not provided by applicant in mail, Internet, or telephone application","","","","","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",3362,2012,0,"Information not provided by applicant in mail, Internet, or telephone application","","","","","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Department of Housing and Urban Development,HUD,Application denied by financial institution
130.399993896484,"",5911,5.92000007629395,1831,2040,105,83600,81,Massachusetts,MA,624,0000704167,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,Worcester - MA,Conventional,Home improvement,Secured by a subordinate lien,Not a HOEPA loan,"","","","",Worcester County,Female,"","","","",White,Not Hispanic or Latino,7451,2012,0,Male,"","","","",White,Not Hispanic or Latino,Office of the Comptroller of the Currency,OCC,Loan originated
266.570007324219,"",3952,42,973,1342,255,60800,,Texas,TX,1238,75-2725402,"Life insurance company, credit union, mortgage bank, or finance company",One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"San Antonio, New Braunfels - TX",FHA-insured,Home purchase,Secured by a first lien,Not a HOEPA loan,Quality edit failure only,"","","",Bexar County,No co-applicant,"","","","",No co-applicant,No co-applicant,1918.07,2012,0,Female,"","","","",White,Hispanic or Latino,Department of Housing and Urban Development,HUD,Loan originated
125.379997253418,"",6118,4.46000003814697,1909,2254,145,75600,48,Massachusetts,MA,27975,33-0970598,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Providence, New Bedford, Fall River - RI, MA",FHA-insured,Refinancing,Secured by a first lien,Not a HOEPA loan,"","","","",Bristol County,No co-applicant,"","","","",No co-applicant,No co-applicant,6332,2012,0,"Information not provided by applicant in mail, Internet, or telephone application","","","","","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Department of Housing and Urban Development,HUD,Application withdrawn by applicant
197.830001831055,"",4376,21.2800006866455,1326,1228,365,88000,170,Washington,WA,8686,0000143662,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Seattle, Bellevue, Everett - WA",Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,"","","","",King County,Female,"","","","",White,Not Hispanic or Latino,322.13,2012,0,Male,"","","","",White,Not Hispanic or Latino,Consumer Financial Protection Bureau,CFPB,Application withdrawn by applicant
116.860000610352,"",3306,6.92999982833862,1112,2667,189,60800,74,Georgia,GA,154384,54-0259290,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,Savannah - GA,Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,"","","","",Chatham County,Female,"","","","",White,Not Hispanic or Latino,111.03,2012,0,Female,"","","","",White,Not Hispanic or Latino,Consumer Financial Protection Bureau,CFPB,Application withdrawn by applicant
