tract_to_msamd_income,rate_spread,population,minority_population,number_of_owner_occupied_units,number_of_1_to_4_family_units,loan_amount_000s,hud_median_family_income,applicant_income_000s,state_name,state_abbr,sequence_number,respondent_id,purchaser_type_name,property_type_name,preapproval_name,owner_occupancy_name,msamd_name,loan_type_name,loan_purpose_name,lien_status_name,hoepa_status_name,edit_status_name,denial_reason_name_3,denial_reason_name_2,denial_reason_name_1,county_name,co_applicant_sex_name,co_applicant_race_name_5,co_applicant_race_name_4,co_applicant_race_name_3,co_applicant_race_name_2,co_applicant_race_name_1,co_applicant_ethnicity_name,census_tract_number,as_of_year,application_date_indicator,applicant_sex_name,applicant_race_name_5,applicant_race_name_4,applicant_race_name_3,applicant_race_name_2,applicant_race_name_1,applicant_ethnicity_name,agency_name,agency_abbr,action_taken_name
63.97000122,,4340,59.02999878,815,1618,120,60700,30,California,CA,399940,451965,Ginnie Mae (GNMA),Manufactured housing,Not applicable,Owner-occupied as a principal dwelling,"Riverside, San Bernardino, Ontario - CA",VA-guaranteed,Home purchase,Secured by a first lien,Not a HOEPA loan,,,,,Riverside County,No co-applicant,,,,,No co-applicant,No co-applicant,438.13,2014,0,Male,,,,,White,Not Hispanic or Latino,Consumer Financial Protection Bureau,CFPB,Loan originated
185.1000061,,2869,22.93000031,841,1032,626,107100,,District of Columbia,DC,13983,504713,Freddie Mac (FHLMC),One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Washington, Arlington, Alexandria - DC, VA, MD, WV",Conventional,Home purchase,Not applicable,Not a HOEPA loan,,,,,District of Columbia,Not applicable,,,,,Not applicable,Not applicable,8.02,2014,2,Not applicable,,,,,Not applicable,Not applicable,Consumer Financial Protection Bureau,CFPB,Loan purchased by the institution
101.5400009,,2817,26.22999954,765,986,170,81200,101,Wisconsin,WI,54,2476,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,Madison - WI,Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Dane County,Male,,,,,White,Not Hispanic or Latino,105.01,2014,0,Female,,,,,White,Not Hispanic or Latino,Federal Deposit Insurance Corporation,FDIC,Application withdrawn by applicant
115.1999969,,4306,7.78000021,1302,1777,48,68800,52,Missouri,MO,1037,1467,Freddie Mac (FHLMC),One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,Columbia - MO,Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Boone County,Male,,,,,White,Not Hispanic or Latino,17.02,2014,0,Female,,,,,White,Not Hispanic or Latino,Office of the Comptroller of the Currency,OCC,Loan originated
83.66000366,51.86,2811,48.31000137,657,1421,3,57100,43,Mississippi,MS,302,27-4588183,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,Owner-occupied as a principal dwelling,"Gulfport, Biloxi, Pascagoula - MS",Conventional,Home purchase,Secured by a subordinate lien,Not a HOEPA loan,Quality edit failure only,,,,Harrison County,No co-applicant,,,,,No co-applicant,No co-applicant,19,2014,0,Male,,,,,White,Not Hispanic or Latino,Department of Housing and Urban Development,HUD,Loan originated
94.12000275,1.63,4453,4.579999924,1445,2016,150,49500,65,North Carolina,NC,23449,1189117,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,,Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,,,,,Wilkes County,Female,,,,,White,Not Hispanic or Latino,9608.02,2014,0,Male,,,,,White,Not Hispanic or Latino,Consumer Financial Protection Bureau,CFPB,Loan originated
71.12000275,,5235,56.34999847,835,1424,159,60700,46,California,CA,331868,451965,Fannie Mae (FNMA),One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"Riverside, San Bernardino, Ontario - CA",Conventional,Home purchase,Secured by a first lien,Not a HOEPA loan,,,,,San Bernardino County,Female,,,,,White,Hispanic or Latino,100.19,2014,0,Male,,,,,White,Hispanic or Latino,Consumer Financial Protection Bureau,CFPB,Loan originated
101.1699982,,4151,67.41000366,920,1669,58,50000,18,Georgia,GA,344,20134,Loan was not originated or was not sold in calendar year covered by register,One-to-four family dwelling (other than manufactured housing),Not applicable,Not owner-occupied as a principal dwelling,Hinesville - GA,Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Liberty County,Female,,,,,Asian,Not Hispanic or Latino,102.02,2014,0,Male,,,,White,Asian,Not Hispanic or Latino,Federal Deposit Insurance Corporation,FDIC,Loan originated
104.8499985,,1188,26.18000031,274,826,35,57600,65,Colorado,CO,20959,22-3554558,Loan was not originated or was not sold in calendar year covered by register,Manufactured housing,Not applicable,Not owner-occupied as a principal dwelling,,Conventional,Refinancing,Secured by a first lien,Not a HOEPA loan,,,,,Archuleta County,No co-applicant,,,,,No co-applicant,No co-applicant,9404,2014,0,Male,,,,,White,Not Hispanic or Latino,Department of Housing and Urban Development,HUD,Application withdrawn by applicant
139.9499969,,3417,41.59000015,948,960,228,68900,,New Jersey,NJ,202291,852218,Fannie Mae (FNMA),One-to-four family dwelling (other than manufactured housing),Not applicable,Owner-occupied as a principal dwelling,"New York, Jersey City, White Plains - NY, NJ",Conventional,Refinancing,Not applicable,Not a HOEPA loan,,,,,Middlesex County,Not applicable,,,,,Not applicable,Not applicable,17.02,2014,2,Not applicable,,,,,Not applicable,Not applicable,Consumer Financial Protection Bureau,CFPB,Loan purchased by the institution
